Description,Scenario,Building Type,Climate Zone,Template,EUI,Unmet Hours Occupied Cooling,Unmet Hours Occupied Heating,Exterior Equipment,Interior Equipment,Exterior Lighting,Interior Lighting,Refrigeration,Water Systems,Heat Recovery,Humidification,Heat Rejection,Fans,Pumps,Cooling,Heating,Heat Gain Electric Equipment,Heat Gain Gas Equipment,Heat Gain Lights,Heat Gain People,Heat Gain Infiltration,Heat Gain Ground,Heat Gain Walls,Heat Gain Windows,Heat Gain Roof,Heat Loss Infiltration,Heat Loss Ground,Heat Loss Window,Heat Loss Wall,Heat Loss Roof,Sum of Absolute End Use Errors Divided by EUI of Previous Scenario,Sum of End Use Errors Divided by EUI of Previous Scenario,Largest Contributor to Absolute End Use Error,EUI Error Versus Prototype as Percentage
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2013,s1 Prototype - const,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2013,378.9099406,4.33,0,0,871745.3182,31287.44314,67114.93029,0,718274.7701,0,0,0,138021.1291,1336.42214,169972.0442,86981.17713,371085.5367,133575.52,67116.57267,209967.2559,1489.501461,73.7,54595.9,40282.17331,70000.3,4785.44836,135765.6,16156.61973,58784.2,69380,2.614670234443349,1.0326395093962104,Refrigeration,-1.0321849251424098
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2013,s2 Prototype - loads,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2013,372.4860448,2,0,0,841036.0435,36244.52668,67114.93029,0,718360.0737,0,0,0,135670.5426,1336.42214,163612.1913,86033.36001,340373.1911,133575.52,67116.57267,209984.2129,1489.582744,75.4,54696.9,40304.20769,70071.8,4719.778055,132927,16114.37323,58502.2,69250.4,2.178212426073182,1.6944683136814498,Interior Equipment,-2.710047824668982
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2013,s3 Prototype - swh exhaust,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2013,333.8014093,0,0,0,841036.0435,36244.52668,67114.93029,0,601579.5263,27183.39501,0,0,119244.8719,0,134324.6423,9838.341709,340373.1911,133575.52,67116.57267,204226.9649,1490.161908,74.9,54081.1,39776.46719,69655.8,5629.30245,153570.2,17148.95607,60142.5,70197.8,13.038330619760345,10.385526120771376,Water Systems,-12.814121226226693
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2013,s4 Prototype - setpoints,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2013,333.8014093,0,0,0,841036.0435,36244.52668,67114.93029,0,601579.5263,27183.39501,0,0,119244.8719,0,134324.6423,9838.341709,340373.1911,133575.52,67116.57267,204226.9649,1490.161908,74.9,54081.1,39776.46719,69655.8,5629.30245,153570.2,17148.95607,60142.5,70197.8,0.0,0.0,NA,-12.814121226226693
FullServiceRestaurant ASHRAE 169-2006-2A 90.1-2013,s5 Prototype - hvac,FullServiceRestaurant,ASHRAE 169-2006-2A,90.1-2013,330.495575,216,0,0,841036.0435,36244.52668,67114.93029,0,585760.4585,17468.26953,0,0,107065.4219,0,157925.2886,5762.728092,340373.1911,133575.52,67116.57267,204838.5811,1490.573119,74.3,54101,39753.12302,69580.5,5703.169059,156513,17460.70681,60438.8,70325.3,3.560443420494572,0.9903596084693057,Cooling,-13.67757494600097
FullServiceRestaurant ASHRAE 169-2006-2A DOE Ref 1980-2004,s0 Prototype,FullServiceRestaurant,ASHRAE 169-2006-2A,DOE Ref 1980-2004,453.3902673,247,6.83,0,1324271.124,75749.54426,274326.7091,46111.3029,256649.9198,0,0,0,106326.1246,0,239266.9539,171848.7221,473386.6723,227147.9446,274329.3075,201994.1534,13847.69635,1119.1,53980.6,41038.22136,208496.9,103285.9027,345432.3,22172.84324,64789.2,181256,,,,
FullServiceRestaurant ASHRAE 169-2006-2A DOE Ref 1980-2004,s1 Prototype - const,FullServiceRestaurant,ASHRAE 169-2006-2A,DOE Ref 1980-2004,444.845745,214.17,0.33,0,1324271.124,75749.54426,274326.7091,0,256479.3128,0,0,0,108193.3243,0,248413.3891,160095.7898,473386.6723,227147.9446,274329.3075,201953.4859,12853.66273,11.2,54123.8,41053.53873,78454.6,53698.26805,364422.2,23589.18293,66370.6,82765.9,2.7679728211436974,1.884957196597803,Refrigeration,-1.8845844113248744
FullServiceRestaurant ASHRAE 169-2006-2A DOE Ref 1980-2004,s2 Prototype - loads,FullServiceRestaurant,ASHRAE 169-2006-2A,DOE Ref 1980-2004,442.3736907,214.5,2.83,0,1307731.715,76896.40297,274326.7091,0,256564.6163,0,0,0,108193.3243,0,249019.992,161214.214,473386.6723,227147.9446,274329.3075,202096.0622,12841.46297,12.3,54244,41072.23414,78563.3,52190.82264,359076.2,23537.80296,65870.2,82496.2,0.7965828707127611,0.5549359626372484,Interior Equipment,-2.4298220307209517
FullServiceRestaurant ASHRAE 169-2006-2A DOE Ref 1980-2004,s3 Prototype - swh exhaust,FullServiceRestaurant,ASHRAE 169-2006-2A,DOE Ref 1980-2004,498.6727899,214.83,0.67,0,1307731.715,76896.40297,274326.7091,0,566851.507,0,0,0,114970.2167,0,241427.9769,161479.6028,473386.6723,227147.9446,274329.3075,202132.8131,12838.48468,12.4,54278.3,41077.33401,78588.1,51865.45325,357882.5,23526.30488,65764.1,82438.1,13.349558988545715,-12.725715069008517,Water Systems,9.98753741884746
FullServiceRestaurant ASHRAE 169-2006-2A DOE Ref 1980-2004,s4 Prototype - setpoints,FullServiceRestaurant,ASHRAE 169-2006-2A,DOE Ref 1980-2004,498.6727899,214.83,0.67,0,1307731.715,76896.40297,274326.7091,0,566851.507,0,0,0,114970.2167,0,241427.9769,161479.6028,473386.6723,227147.9446,274329.3075,202132.8131,12838.48468,12.4,54278.3,41077.33401,78588.1,51865.45325,357882.5,23526.30488,65764.1,82438.1,0.0,0.0,NA,9.98753741884746
FullServiceRestaurant ASHRAE 169-2006-2A DOE Ref 1980-2004,s5 Prototype - hvac,FullServiceRestaurant,ASHRAE 169-2006-2A,DOE Ref 1980-2004,494.0112017,561.5,26.83,0,1307731.715,76896.40297,274326.7091,0,569078.8772,0,0,0,136040.1913,0,236508.806,117462.9757,473386.6723,227147.9446,274329.3075,201410.9639,12700.82664,12,54196.1,40948.3796,78432,53168.82383,364230,23901.36203,66163.5,82718.3,2.6327062214565595,0.9344535296637101,Heating,8.959375030677897
FullServiceRestaurant ASHRAE 169-2006-2A DOE Ref Pre-1980,s0 Prototype,FullServiceRestaurant,ASHRAE 169-2006-2A,DOE Ref Pre-1980,474.1262379,276,12.25,0,1324271.124,75673.71889,274326.7091,45466.78726,256668.8762,0,0,0,200937.2295,0,273653.759,157640.9435,473386.6723,227147.9446,274329.3075,200918.2118,13721.87883,3382.7,55934.1,81432.06419,83313.9,64527.06737,362141,20488.93549,71397.9,88701.8,,,,
FullServiceRestaurant ASHRAE 169-2006-2A DOE Ref Pre-1980,s1 Prototype - const,FullServiceRestaurant,ASHRAE 169-2006-2A,DOE Ref Pre-1980,467.4318804,282.5,12.5,0,1324271.124,75673.71889,274326.7091,0,256526.7036,0,0,0,203685.8992,0,285349.8222,151963.5189,473386.6723,227147.9446,274329.3075,200801.8909,12846.26096,1733.4,55750.1,81382.77765,83147.5,52009.16437,371762.1,20840.97086,72742.9,89665.3,2.5197474102255017,1.4122939002894854,Refrigeration,-1.411935675538778
FullServiceRestaurant ASHRAE 169-2006-2A DOE Ref Pre-1980,s2 Prototype - loads,FullServiceRestaurant,ASHRAE 169-2006-2A,DOE Ref Pre-1980,464.9029774,282.75,12.5,0,1307731.715,76820.5776,274326.7091,0,256612.0072,0,0,0,203685.8992,0,285927.9907,152788.1198,473386.6723,227147.9446,274329.3075,200925.3297,12832.35209,1813.1,55855.7,81393.9481,83277.2,50575.83598,367052.1,20816.44647,72015.2,89275,0.7455618391666755,0.5406521046941208,Interior Equipment,-1.9453174624656233
FullServiceRestaurant ASHRAE 169-2006-2A DOE Ref Pre-1980,s3 Prototype - swh exhaust,FullServiceRestaurant,ASHRAE 169-2006-2A,DOE Ref Pre-1980,521.2124127,277.5,12.5,0,1307731.715,76820.5776,274326.7091,0,566879.9415,0,0,0,210500.7043,0,278781.4496,152655.4254,473386.6723,227147.9446,274329.3075,200954.6614,12828.51391,1819.3,55885.6,81396.74217,83305,50294.64458,366093.6,20811.37321,71871.8,89196.1,12.680826466993198,-12.11166775339038,Water Systems,9.931147242252214
FullServiceRestaurant ASHRAE 169-2006-2A DOE Ref Pre-1980,s4 Prototype - setpoints,FullServiceRestaurant,ASHRAE 169-2006-2A,DOE Ref Pre-1980,521.2124127,277.5,12.5,0,1307731.715,76820.5776,274326.7091,0,566879.9415,0,0,0,210500.7043,0,278781.4496,152655.4254,473386.6723,227147.9446,274329.3075,200954.6614,12828.51391,1819.3,55885.6,81396.74217,83305,50294.64458,366093.6,20811.37321,71871.8,89196.1,0.0,0.0,NA,9.931147242252214
FullServiceRestaurant ASHRAE 169-2006-2A DOE Ref Pre-1980,s5 Prototype - hvac,FullServiceRestaurant,ASHRAE 169-2006-2A,DOE Ref Pre-1980,516.9315382,637.25,80,0,1307731.715,76820.5776,274326.7091,0,569145.2244,0,0,0,220177.917,0,271890.8191,124040.8265,473386.6723,227147.9446,274329.3075,200392.3592,12645.09934,1998.8,55789,81278.47648,83203.7,51252.60717,370989.2,21060.12163,72297.3,89586.5,1.6545587940608157,0.8216606469731499,Heating,9.028249626005348
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2004,s0 Prototype,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2004,492.3143561,5.17,0,0,881915.3959,55068.17469,176995.369,46860.07843,662941.2066,0,0,0,433199.8148,1137.380544,346597.7646,103994.4944,381250.8598,133575.52,176998.6929,210484.5808,41527.29233,340.2,73125,86004.4452,280880.8,63954.42354,161428.5,18397.63732,61650.9,237940.9,,,,
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2004,s1 Prototype - const,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2004,470.2174635,75.33,0,0,881915.3959,55068.17469,176995.369,0,662799.0341,0,0,0,384226.1042,1137.380544,331735.9921,93255.72647,381250.8598,133575.52,176998.6929,209467.6729,6114.445007,90.6,73435.7,85996.3758,86867.8,4519.409236,169065.1,19385.51276,62521.3,78042.9,4.488354839360243,4.488354839360243,Fans,-4.488370555562593
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2004,s2 Prototype - loads,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2004,461.1613035,75.67,0,0,841036.0435,59769.34761,176995.369,0,662836.9467,0,0,0,380245.2723,1137.380544,322020.8666,93246.2483,340373.1911,133575.52,176998.6929,209518.9032,6116.267923,94,73598.5,86032.83712,86941.2,4463.247773,166283.6,19341.64314,62171.2,77889.9,2.2930351640691016,1.9266770993104902,Interior Equipment,-6.32787815630389
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2004,s3 Prototype - swh exhaust,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2004,403.1808629,75.83,0,0,841036.0435,59769.34761,176995.369,0,559117.3193,0,0,0,256725.7452,0,270156.3138,54490.00625,340373.1911,133575.52,176998.6929,208944.2785,6117.352069,70.4,73234.5,85866.69078,86729.9,4925.628179,175547,19884.23313,63285.4,78386.7,12.57237633075349,12.57237633075349,Fans,-18.10499574013945
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2004,s4 Prototype - setpoints,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2004,403.1808629,75.83,0,0,841036.0435,59769.34761,176995.369,0,559117.3193,0,0,0,256725.7452,0,270156.3138,54490.00625,340373.1911,133575.52,176998.6929,208944.2785,6117.352069,70.4,73234.5,85866.69078,86729.9,4925.628179,175547,19884.23313,63285.4,78386.7,0.0,0.0,NA,-18.10499574013945
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2004,s5 Prototype - hvac,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2004,399.263475,204,0,0,841036.0435,59769.34761,176995.369,0,547089.52,38471.89691,0,0,265919.5713,0,261796.5668,5648.990037,340373.1911,133575.52,176998.6929,204120.1979,6115.713151,70.3,72886.8,85237.52621,86433.3,5481.188461,188804.2,21529.56571,64516.9,79108.7,5.269567004316134,0.9720477528562843,Heating,-18.900704386751478
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2007,s0 Prototype,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2007,462.7013848,89.17,0,0,881915.3959,55068.17469,176995.369,46973.81648,662836.9467,0,0,0,400538.0369,1137.380544,285255.0405,35059.75528,381250.8598,133575.52,176998.6929,208213.5652,41546.72443,94.5,72941,80193.68778,280091.7,65816.68021,167281.5,15236.56554,62240.7,238756.1,,,,
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2007,s1 Prototype - const,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2007,442.5907491,95,0,0,881915.3959,55068.17469,176995.369,0,662694.7742,0,0,0,356919.493,1137.380544,271208.3908,29173.81096,381250.8598,133575.52,176998.6929,206957.7875,6118.155334,70.5,73224.3,80122.44033,83411.1,4846.330465,175557,15997.98585,63131.4,76682.8,4.347081466262177,4.347081466262177,Refrigeration,-4.346353039054063
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2007,s2 Prototype - loads,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2007,433.5259757,64.5,0,0,841036.0435,59769.34761,176995.369,0,662742.165,0,0,0,352919.7047,1137.380544,261862.914,28775.72777,340373.1911,133575.52,176998.6929,207008.0118,6121.739348,71.1,73392.7,80148.4574,83472.2,4787.119693,172682.3,15965.02023,62774.2,76553.6,2.438132010800597,2.048124308383923,Interior Equipment,-6.305451001105378
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2007,s3 Prototype - swh exhaust,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2007,376.1777607,0.33,0,0,841036.0435,59769.34761,176995.369,0,558880.365,0,0,0,229494.9593,0,202918.1673,635.0374706,340373.1911,133575.52,176998.6929,204563.8478,6124.056508,70.9,72786.5,79783.11718,83219.2,5527.865676,186936.5,16705.29203,64376.4,77189.3,13.227580504887685,13.227580504887685,Fans,-18.69966828333556
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2007,s4 Prototype - setpoints,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2007,376.1777607,0.33,0,0,841036.0435,59769.34761,176995.369,0,558880.365,0,0,0,229494.9593,0,202918.1673,635.0374706,340373.1911,133575.52,176998.6929,204563.8478,6124.056508,70.9,72786.5,79783.11718,83219.2,5527.865676,186936.5,16705.29203,64376.4,77189.3,0.0,0.0,NA,-18.69966828333556
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2007,s5 Prototype - hvac,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2007,385.2666518,219,0,0,841036.0435,59769.34761,176995.369,0,547004.2165,0,0,0,241285.8043,0,251019.8861,2625.453423,340373.1911,133575.52,176998.6929,205558.1254,6112.008667,70.7,72841.8,79879.5877,83185.9,5547.620686,187964.9,16892.4702,64586,77231.8,3.563708966093872,-2.4161049231804395,Cooling,-16.73535795305017
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2010,s0 Prototype,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2010,401.13948,55.5,0,0,881915.3959,31277.96497,74896.50885,46983.29465,659007.7656,0,0,0,253882.2938,1099.46786,211363.2178,46632.60232,381250.8598,133575.52,74896.78129,208481.9345,2022.867583,137.9,73860.8,80927.63797,280537.1,40008.96084,145809.7,14637.59764,61082.8,238003.7,,,,
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2010,s1 Prototype - const,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2010,394.4278956,55.67,0,0,881915.3959,31277.96497,74896.50885,0,658884.5494,0,0,0,261133.0948,1099.46786,219514.4451,41410.12999,381250.8598,133575.52,74896.78129,208463.3323,3401.988299,76.6,74171.6,80877.28267,83891.3,2602.013457,152398.3,15216.98385,61776,75623.8,3.06883624151384,1.6731298551174467,Refrigeration,-1.6731298549821139
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2010,s2 Prototype - loads,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2010,385.6904325,26.83,0,0,841036.0435,36235.04851,74896.50885,0,658931.9402,0,0,0,257303.9137,1099.46786,211315.827,41239.5229,340373.1911,133575.52,74896.78129,208523.1802,3403.457642,76.9,74346.7,80906.39846,83956.5,2567.980986,149363.2,15178.67226,61400.9,75486.2,2.676438340621729,2.215224427192634,Interior Equipment,-3.851290703173871
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2010,s3 Prototype - swh exhaust,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2010,329.1794429,0.17,0,0,841036.0435,36235.04851,74896.50885,0,555117.531,0,0,0,146968.5227,0,155423.0514,1459.638365,340373.1911,133575.52,74896.78129,206091.897,3403.88355,76.8,73744.4,80520.81639,83717.5,2954.492186,162712.8,15780.03501,62879.7,76082,14.651903400643754,14.651903400643754,Fans,-17.938906711451086
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2010,s4 Prototype - setpoints,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2010,329.1794429,0.17,0,0,841036.0435,36235.04851,74896.50885,0,555117.531,0,0,0,146968.5227,0,155423.0514,1459.638365,340373.1911,133575.52,74896.78129,206091.897,3403.88355,76.8,73744.4,80520.81639,83717.5,2954.492186,162712.8,15780.03501,62879.7,76082,0.0,0.0,NA,-17.938906711451086
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2010,s5 Prototype - hvac,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2010,339.6240878,245.67,0,0,841036.0435,36235.04851,74896.50885,0,541014.0123,0,0,0,164152.4471,0,203610.0738,7658.362332,340373.1911,133575.52,74896.78129,207158.2315,3397.953617,76.9,73806.2,80645.01961,83679,2973.327169,164007.5,16037.90776,63131.8,76137.8,4.730355598872922,-3.172933514755196,Cooling,-15.33516277181194
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2013,s0 Prototype,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2013,373.0407496,67,0,0,871745.3182,31277.96497,66622.06539,36130.78863,658998.2874,0,0,0,141850.3102,1336.42214,198586.643,45902.78314,371085.5367,133575.52,66621.05878,208262.4254,1914.549771,83.9,71255.2,62702.18885,280493.3,40045.82123,141340.1,13247.41212,62896.1,238114.6,,,,
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2013,s1 Prototype - const,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2013,368.5049176,84,0,0,871745.3182,31277.96497,66622.06539,0,658780.2895,0,0,0,148826.2442,1336.42214,208178.5523,40727.70166,371085.5367,133575.52,66621.05878,208306.9723,3274.692858,73.2,71504.1,62598.37846,83772.9,2663.125003,149178.8,13811.9859,63608.9,75745.5,2.830358586422483,1.215913548216667,Refrigeration,-1.2159079148494234
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2013,s2 Prototype - loads,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2013,362.0896351,55.5,0,0,841036.0435,36235.04851,66622.06539,0,658837.1585,0,0,0,145594.1879,1336.42214,202017.741,40528.66006,340373.1911,133575.52,66621.05878,208300.8888,3278.540594,74.3,71606.1,62620.33959,83832.9,2623.659822,146596.7,13784.53616,63360.9,75623.6,2.235031223790535,1.7404353177915814,Interior Equipment,-2.9356349170278517
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2013,s3 Prototype - swh exhaust,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2013,322.6676901,0,0,0,841036.0435,36235.04851,66622.06539,0,555041.7057,0,0,0,129054.7791,0,146342.9634,985.7298051,340373.1911,133575.52,66621.05878,205684.76,3287.948382,75,71198.8,62313.85815,83592.4,3018.597047,159678.7,14324.74067,64436.1,76241.6,10.886868482785175,10.886868482785175,Water Systems,-13.503366469752564
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2013,s4 Prototype - setpoints,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2013,322.6676901,0,0,0,841036.0435,36235.04851,66622.06539,0,555041.7057,0,0,0,129054.7791,0,146342.9634,985.7298051,340373.1911,133575.52,66621.05878,205684.76,3287.948382,75,71198.8,62313.85815,83592.4,3018.597047,159678.7,14324.74067,64436.1,76241.6,0.0,0.0,NA,-13.503366469752564
FullServiceRestaurant ASHRAE 169-2006-2B 90.1-2013,s5 Prototype - hvac,FullServiceRestaurant,ASHRAE 169-2006-2B,90.1-2013,327.3516731,228.17,0,0,841036.0435,36235.04851,66622.06539,0,540852.8834,14880.72879,0,0,116316.117,0,184047.1284,1089.989688,340373.1911,133575.52,66621.05878,203575.7169,3298.193864,75.8,71155.1,62230.27624,83453.8,3194.799644,166563.1,15061.27889,65023.3,76569.8,4.484640105670553,-1.4511014030067775,Cooling,-12.247744126879157
FullServiceRestaurant ASHRAE 169-2006-2B DOE Ref 1980-2004,s0 Prototype,FullServiceRestaurant,ASHRAE 169-2006-2B,DOE Ref 1980-2004,446.5908259,115.5,7.5,0,1324271.124,75721.10974,274326.7091,48215.45691,232366.8452,0,0,0,117036.458,0,277805.198,107387.6797,473386.6723,227147.9446,274329.3075,201453.4267,38029.16365,88,87353.3,69044.71729,273578.5,85492.27516,433490.5,17674.30464,64066.5,227437.1,,,,
FullServiceRestaurant ASHRAE 169-2006-2B DOE Ref 1980-2004,s1 Prototype - const,FullServiceRestaurant,ASHRAE 169-2006-2B,DOE Ref 1980-2004,437.2986579,102,1,0,1324271.124,75721.10974,274326.7091,0,232205.7163,0,0,0,118808.876,0,283330.9718,97331.34008,473386.6723,227147.9446,274329.3075,201428.4311,33100.52756,7,87472.7,68959.28588,91555,38861.04593,450649,18782.29003,66197.5,79488.2,2.6751169737430787,2.081075138321423,Refrigeration,-2.080689405402314
FullServiceRestaurant ASHRAE 169-2006-2B DOE Ref 1980-2004,s2 Prototype - loads,FullServiceRestaurant,ASHRAE 169-2006-2B,DOE Ref 1980-2004,435.8739966,102,3,0,1307731.715,76877.44663,274326.7091,0,232243.629,0,0,0,118808.876,0,290373.253,97814.72682,473386.6723,227147.9446,274329.3075,201510.1848,33100.42621,7.2,87577.3,68970.71947,91592.4,38133.44186,448119.5,18758.27246,65847.1,79388.5,1.0498491325862223,0.3250002064502717,Interior Equipment,-2.399697593071415
FullServiceRestaurant ASHRAE 169-2006-2B DOE Ref 1980-2004,s3 Prototype - swh exhaust,FullServiceRestaurant,ASHRAE 169-2006-2B,DOE Ref 1980-2004,486.3004595,93.5,0.17,0,1307731.715,76877.44663,274326.7091,0,520247.3392,0,0,0,125633.1593,0,283463.6662,87341.34764,473386.6723,227147.9446,274329.3075,201502.9971,33101.41665,7.2,87597.4,68962.61404,91589.1,38098.08704,448123.2,18801.4335,65816.7,79385.8,13.01868224817842,-11.569000206257577,Water Systems,8.891726228360032
FullServiceRestaurant ASHRAE 169-2006-2B DOE Ref 1980-2004,s4 Prototype - setpoints,FullServiceRestaurant,ASHRAE 169-2006-2B,DOE Ref 1980-2004,486.3004595,93.5,0.17,0,1307731.715,76877.44663,274326.7091,0,520247.3392,0,0,0,125633.1593,0,283463.6662,87341.34764,473386.6723,227147.9446,274329.3075,201502.9971,33101.41665,7.2,87597.4,68962.61404,91589.1,38098.08704,448123.2,18801.4335,65816.7,79385.8,0.0,0.0,NA,8.891726228360032
